,place_city,place_region,place_city_en,place_region_area,place_region_pop_2018,place_region_pop_2018_density,place_region_area_perc,place_region_vrp_2016,place_region_pop_2017,place_region_pop_2016,place_region_pop_diff_2017_2016,place_region_pop_diff_n_2017_2016,place_region_pop_diff_m_2017_2016,place_region_wage_2016,place_region_wage_2017,place_region_wage_2018,place_region_wage_diff_2018_2017,place_region_wage_diff_2017_2016,place_is_region_capital,place_region_pop_2017_density,place_region_pop_2016_density,place_region_pop_diff_2018_2017,place_city_lat,place_city_lon
0,Москва,Москва,4-Y MKR,2561.0,12506468.0,4883.4,0.015,14299.8,12380664.0,12330126.0,50538.0,21486.0,29052.0,60161.6,61277.5,70250.8,8973.3,1115.9,1,4834.3,4814.6,125804.0,55.750446,37.617494
1,Абакан,Республика Хакасия,ABAKAN,61569.0,537513.0,8.7,0.36,182.4,537668.0,536781.0,887.0,697.0,190.0,29311.5,31815.6,34525.0,2709.4,2504.1,1,8.7,8.7,-155.0,53.71529,91.438873
2,Абакан,Республика Хакасия,ABAKAN G,61569.0,537513.0,8.7,0.36,182.4,537668.0,536781.0,887.0,697.0,190.0,29311.5,31815.6,34525.0,2709.4,2504.1,1,8.7,8.7,-155.0,53.71529,91.438873
3,Ачинск,Красноярский край,ACHINSK,2366797.0,2876497.0,1.2,13.821,1767.9,2875301.0,2866490.0,8811.0,3983.0,4828.0,35423.9,37056.3,40617.2,3560.9,1632.4,0,1.2,1.2,1196.0,56.269485,90.495396
4,Ачинск,Красноярский край,ACHINSK G,2366797.0,2876497.0,1.2,13.821,1767.9,2875301.0,2866490.0,8811.0,3983.0,4828.0,35423.9,37056.3,40617.2,3560.9,1632.4,0,1.2,1.2,1196.0,56.269485,90.495396
5,Алдан,Республика Саха (Якутия),ALDAN,3083523.0,964330.0,0.3,18.006,868.6,962835.0,959689.0,3146.0,7299.0,-4153.0,50715.6,53327.7,60824.7,7497.0,2612.1,0,0.3,0.3,1495.0,58.608414,125.388222
6,Алдан,Республика Саха (Якутия),ALDAN G,3083523.0,964330.0,0.3,18.006,868.6,962835.0,959689.0,3146.0,7299.0,-4153.0,50715.6,53327.7,60824.7,7497.0,2612.1,0,0.3,0.3,1495.0,58.608414,125.388222
7,Алексин,Тульская область,ALEXIN G,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,0,58.4,58.7,-7562.0,54.50281,37.066721
8,Альметьевск,Республика Татарстан,ALMETEVSK,67847.0,3894284.0,57.4,0.396,1937.6,3885253.0,3868730.0,16523.0,10643.0,5880.0,27988.3,29299.8,32164.8,2865.0,1311.5,0,57.3,57.0,9031.0,54.89965,52.301485
9,Альметьевск,Республика Татарстан,ALMETYEVSK,67847.0,3894284.0,57.4,0.396,1937.6,3885253.0,3868730.0,16523.0,10643.0,5880.0,27988.3,29299.8,32164.8,2865.0,1311.5,0,57.3,57.0,9031.0,54.89965,52.301485
10,Альметьевск,Республика Татарстан,ALMETYEVSK G,67847.0,3894284.0,57.4,0.396,1937.6,3885253.0,3868730.0,16523.0,10643.0,5880.0,27988.3,29299.8,32164.8,2865.0,1311.5,0,57.3,57.0,9031.0,54.89965,52.301485
11,Амурск,Хабаровский край,AMURSK,787633.0,1328302.0,1.7,4.599,637.7,1333294.0,1334552.0,-1258.0,328.0,-1586.0,37081.1,39582.8,43157.5,3574.7,2501.7,0,1.7,1.7,-4992.0,50.229942,136.901535
12,Амурск,Хабаровский край,AMURSK G,787633.0,1328302.0,1.7,4.599,637.7,1333294.0,1334552.0,-1258.0,328.0,-1586.0,37081.1,39582.8,43157.5,3574.7,2501.7,0,1.7,1.7,-4992.0,50.229942,136.901535
13,Анапа,Краснодарский край,ANAPA,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,44.894272,37.316887
14,Анапа,Краснодарский край,ANAPA G,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,44.894272,37.316887
15,Ангарск,Иркутская область,ANGARSK,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,0,3.1,3.1,-4706.0,52.531112,103.882611
16,Ангарск,Иркутская область,ANGARSK G,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,0,3.1,3.1,-4706.0,52.531112,103.882611
17,Архангельск,Архангельская область (без округа),ARKHANGELSK,413103.0,1111031.0,2.7,2.412,427.9,1121813.0,1130240.0,-8427.0,-2161.0,-6266.0,35851.4,37493.4,41783.6,4290.2,1642.0,1,2.7,2.7,-10782.0,64.543022,40.537121
18,Арсеньев,Приморский край,ARSENYEV G,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,44.160801,133.288911
19,Артём,Приморский край,ARTEM,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.357038,132.185363
20,Артём,Приморский край,ARTEM G,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.357038,132.185363
21,Астрахань,Астраханская область,ASTRAKHAN,49024.0,1017514.0,20.8,0.286,338.7,1018866.0,1018626.0,240.0,2010.0,-1770.0,23736.5,24539.6,29138.3,4598.7,803.1,1,20.8,20.8,-1352.0,46.349854,48.031567
22,Астрахань,Астраханская область,ASTRAKHAN G,49024.0,1017514.0,20.8,0.286,338.7,1018866.0,1018626.0,240.0,2010.0,-1770.0,23736.5,24539.6,29138.3,4598.7,803.1,1,20.8,20.8,-1352.0,46.349854,48.031567
23,Азов,Ростовская область,AZOV,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.113922,39.425966
24,Азов,Ростовская область,AZOV G,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.113922,39.425966
25,Балаково,Саратовская область,BALAKOVO,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,52.01812,47.819141
26,Балаково,Саратовская область,BALAKOVO G,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,52.01812,47.819141
27,Балашиха,Московская область,BALASHIHA,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.803622,37.964649
28,Балашиха,Московская область,BALASHIKHA,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.803622,37.964649
29,Балашиха,Московская область,BALASHIKHA G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.803622,37.964649
30,Балашов,Саратовская область,BALASHOV,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,51.537084,43.171762
31,Балашов,Саратовская область,BALASHOV G,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,51.537084,43.171762
32,Барнаул,Алтайский край,BARNAUL,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,1,14.1,14.1,-15600.0,53.347402,83.77845
33,Барнаул,Алтайский край,BARNAUL G,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,1,14.1,14.1,-15600.0,53.347402,83.77845
34,Батайск,Ростовская область,BATAYSK,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.138527,39.742348
35,Батайск,Ростовская область,BATAYSK G,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.138527,39.742348
36,Белгород,Белгородская область,BELGOROD,27134.0,1549876.0,57.1,0.158,730.6,1552865.0,1550137.0,2728.0,-4339.0,7067.0,24433.7,27550.4,29297.7,1747.3,3116.7,1,57.2,57.1,-2989.0,50.595299,36.586933
37,Белгород,Белгородская область,BELGOROD G,27134.0,1549876.0,57.1,0.158,730.6,1552865.0,1550137.0,2728.0,-4339.0,7067.0,24433.7,27550.4,29297.7,1747.3,3116.7,1,57.2,57.1,-2989.0,50.595299,36.586933
38,Белогорск,Амурская область,BELOGORSK,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,50.921326,128.47287
39,Белогорск,Амурская область,BELOGORSK G,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,50.921326,128.47287
40,Белокуриха,Алтайский край,BELOKURIHA,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,0,14.1,14.1,-15600.0,51.999486,84.986086
41,Белокуриха,Алтайский край,BELOKURIKHA,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,0,14.1,14.1,-15600.0,51.999486,84.986086
42,Белово,Кемеровская область,BELOVO,95725.0,2694877.0,28.2,0.559,858.1,2708844.0,2717627.0,-8783.0,-6168.0,-2615.0,27669.0,30129.0,33384.2,3255.2,2460.0,0,28.3,28.4,-13967.0,54.419323,86.303429
43,Белово,Кемеровская область,BELOVO G,95725.0,2694877.0,28.2,0.559,858.1,2708844.0,2717627.0,-8783.0,-6168.0,-2615.0,27669.0,30129.0,33384.2,3255.2,2460.0,0,28.3,28.4,-13967.0,54.419323,86.303429
44,Бердск,Новосибирская область,BERDSK,177756.0,2788849.0,15.7,1.038,1084.6,2779555.0,2762237.0,17318.0,2034.0,15284.0,26602.7,30165.0,32862.9,2697.9,3562.3,0,15.6,15.5,9294.0,54.75795,83.10681
45,Бердск,Новосибирская область,BERDSK G,177756.0,2788849.0,15.7,1.038,1084.6,2779555.0,2762237.0,17318.0,2034.0,15284.0,26602.7,30165.0,32862.9,2697.9,3562.3,0,15.6,15.5,9294.0,54.75795,83.10681
46,Биробиджан,Еврейская автономная область,BIROBIDZHAN,36271.0,162014.0,4.5,0.212,46.9,164217.0,166120.0,-1903.0,-301.0,-1602.0,29638.2,30956.7,35292.5,4335.8,1318.5,1,4.5,4.6,-2203.0,48.788167,132.928208
47,Биробиджан,Еврейская автономная область,BIROBIJAN,36271.0,162014.0,4.5,0.212,46.9,164217.0,166120.0,-1903.0,-301.0,-1602.0,29638.2,30956.7,35292.5,4335.8,1318.5,1,4.5,4.6,-2203.0,48.788167,132.928208
48,Биробиджан,Еврейская автономная область,BIROBIJAN G,36271.0,162014.0,4.5,0.212,46.9,164217.0,166120.0,-1903.0,-301.0,-1602.0,29638.2,30956.7,35292.5,4335.8,1318.5,1,4.5,4.6,-2203.0,48.788167,132.928208
49,Бийск,Алтайский край,BIYSK,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,0,14.1,14.1,-15600.0,52.53949,85.214867
50,Бийск,Алтайский край,BIYSK G,167996.0,2350080.0,14.0,0.981,498.8,2365680.0,2376774.0,-11094.0,-4622.0,-6472.0,19209.2,20301.8,22546.1,2244.3,1092.6,0,14.1,14.1,-15600.0,52.53949,85.214867
51,Благовещенск,Амурская область,BLAGOVECSHEN,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,1,2.2,2.2,-3328.0,50.290527,127.527161
52,Благовещенск,Амурская область,BLAGOVESCHNS,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,1,2.2,2.2,-3328.0,50.290527,127.527161
53,Благовещенск,Амурская область,BLAGOVESHCHE,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,1,2.2,2.2,-3328.0,50.290527,127.527161
54,Благовещенск,Амурская область,BLAGOVESHCHENSK,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,1,2.2,2.2,-3328.0,50.290527,127.527161
55,Благовещенск,Амурская область,BLAGOVESHENS,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,1,2.2,2.2,-3328.0,50.290527,127.527161
56,Большой Камень,Приморский край,BOLSHOJ KAME,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.112119,132.35091
57,Большой Камень,Приморский край,BOLSHOY KAME,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.112119,132.35091
58,Брянск,Брянская область,BRYANSK,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,1,35.0,35.2,-9548.0,53.242378,34.366829
59,Брянск,Брянская область,BRYANSK G,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,1,35.0,35.2,-9548.0,53.242378,34.366829
60,Чебоксары,Чувашская Республика,CHEBOKSARY,18343.0,1231117.0,67.1,0.107,261.6,1235863.0,1236628.0,-765.0,62.0,-827.0,19956.0,21788.9,24333.2,2544.3,1832.9,1,67.4,67.4,-4746.0,56.13072,47.24496
61,Чебоксары,Чувашская Республика,CHEBOXARY G,18343.0,1231117.0,67.1,0.107,261.6,1235863.0,1236628.0,-765.0,62.0,-827.0,19956.0,21788.9,24333.2,2544.3,1832.9,1,67.4,67.4,-4746.0,56.13072,47.24496
62,Чехов,Московская область,CHEKHOV G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.14266,37.454533
63,Челябинск,Челябинская область,CHELAYBINSK,88529.0,3493036.0,39.5,0.517,1260.7,3502323.0,3500716.0,1607.0,-1068.0,2675.0,29158.3,29263.7,32959.5,3695.8,105.4,1,39.6,39.5,-9287.0,55.159841,61.402555
64,Челябинск,Челябинская область,CHELIABINSK,88529.0,3493036.0,39.5,0.517,1260.7,3502323.0,3500716.0,1607.0,-1068.0,2675.0,29158.3,29263.7,32959.5,3695.8,105.4,1,39.6,39.5,-9287.0,55.159841,61.402555
65,Челябинск,Челябинская область,CHELJABINSK,88529.0,3493036.0,39.5,0.517,1260.7,3502323.0,3500716.0,1607.0,-1068.0,2675.0,29158.3,29263.7,32959.5,3695.8,105.4,1,39.6,39.5,-9287.0,55.159841,61.402555
66,Челябинск,Челябинская область,CHELYABINSK,88529.0,3493036.0,39.5,0.517,1260.7,3502323.0,3500716.0,1607.0,-1068.0,2675.0,29158.3,29263.7,32959.5,3695.8,105.4,1,39.6,39.5,-9287.0,55.159841,61.402555
67,Чита,Забайкальский край,CHITA,431892.0,1072806.0,2.5,2.522,262.8,1078983.0,1083012.0,-4029.0,2425.0,-6454.0,29763.5,31219.7,35272.2,4052.5,1456.2,1,2.5,2.5,-6177.0,52.033409,113.500893
68,Чита,Забайкальский край,CHITA G,431892.0,1072806.0,2.5,2.522,262.8,1078983.0,1083012.0,-4029.0,2425.0,-6454.0,29763.5,31219.7,35272.2,4052.5,1456.2,1,2.5,2.5,-6177.0,52.033409,113.500893
69,Дмитров,Московская область,DMITROV,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,56.345069,37.520072
70,Дмитров,Московская область,DMITROV G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,56.345069,37.520072
71,Долгопрудный,Московская область,DOLGOPRUDNIY,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.934149,37.514242
72,Долгопрудный,Московская область,DOLGOPRUDNYJ,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.934149,37.514242
73,Долгопрудный,Московская область,DOLGOPRUDNYY,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.934149,37.514242
74,Домодедово,Московская область,DOMODEDOVO,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.444794,37.754272
75,Дубна,Московская область,DUBNA,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,56.73627,37.16237
76,Дубна,Московская область,DUBNA G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,56.73627,37.16237
77,Дудинка,Красноярский край,DUDINKA,2366797.0,2876497.0,1.2,13.821,1767.9,2875301.0,2866490.0,8811.0,3983.0,4828.0,35423.9,37056.3,40617.2,3560.9,1632.4,0,1.2,1.2,1196.0,69.406067,86.175072
78,Дятьково,Брянская область,DYATKOVO,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,0,35.0,35.2,-9548.0,53.601002,34.3381
79,Дятьково,Брянская область,DYATKOVO G,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,0,35.0,35.2,-9548.0,53.601002,34.3381
80,Дзержинск,Нижегородская область,DZERZHINSK,76624.0,3234752.0,42.2,0.447,1182.3,3247713.0,3260267.0,-12554.0,-11420.0,-1134.0,24958.7,26727.2,28980.1,2252.9,1768.5,0,42.4,42.5,-12961.0,56.238216,43.461741
81,Дзержинск,Нижегородская область,DZERZHINSK G,76624.0,3234752.0,42.2,0.447,1182.3,3247713.0,3260267.0,-12554.0,-11420.0,-1134.0,24958.7,26727.2,28980.1,2252.9,1768.5,0,42.4,42.5,-12961.0,56.238216,43.461741
82,Балашиха,Московская область,DZERZHINSKOG,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.803622,37.964649
83,Ефремов,Тульская область,EFREMOV,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,0,58.4,58.7,-7562.0,53.141834,38.116188
84,Ефремов,Тульская область,EFREMOV G,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,0,58.4,58.7,-7562.0,53.141834,38.116188
85,Екатеринбург,Свердловская область,EKATERINBURG,194307.0,4325256.0,22.3,1.135,1978.1,4329341.0,4330006.0,-665.0,-991.0,326.0,29961.9,32256.5,33809.4,1552.9,2294.6,1,22.3,22.3,-4085.0,56.839104,60.60825
86,Елабуга,Республика Татарстан,ELABUGA,67847.0,3894284.0,57.4,0.396,1937.6,3885253.0,3868730.0,16523.0,10643.0,5880.0,27988.3,29299.8,32164.8,2865.0,1311.5,0,57.3,57.0,9031.0,55.757713,52.053994
87,Елабуга,Республика Татарстан,ELABUGA G,67847.0,3894284.0,57.4,0.396,1937.6,3885253.0,3868730.0,16523.0,10643.0,5880.0,27988.3,29299.8,32164.8,2865.0,1311.5,0,57.3,57.0,9031.0,55.757713,52.053994
88,Елец,Липецкая область,ELEC,24047.0,1150201.0,47.8,0.14,470.2,1156221.0,1156093.0,128.0,-4444.0,4572.0,22976.0,25657.9,28965.8,3307.9,2681.9,0,48.1,48.1,-6020.0,52.621986,38.50033
89,Электросталь,Московская область,ELEKTROSTAL,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.790378,38.440571
90,Елец,Липецкая область,ELETS,24047.0,1150201.0,47.8,0.14,470.2,1156221.0,1156093.0,128.0,-4444.0,4572.0,22976.0,25657.9,28965.8,3307.9,2681.9,0,48.1,48.1,-6020.0,52.621986,38.50033
91,Елец,Липецкая область,ELETS G,24047.0,1150201.0,47.8,0.14,470.2,1156221.0,1156093.0,128.0,-4444.0,4572.0,22976.0,25657.9,28965.8,3307.9,2681.9,0,48.1,48.1,-6020.0,52.621986,38.50033
92,Элиста,Республика Калмыкия,ELISTA,74731.0,275413.0,3.7,0.436,56.0,277803.0,278733.0,-930.0,747.0,-1677.0,18644.0,20184.9,23634.9,3450.0,1540.9,1,3.7,3.7,-2390.0,46.306999,44.270187
93,Элиста,Республика Калмыкия,ELISTRA,74731.0,275413.0,3.7,0.436,56.0,277803.0,278733.0,-930.0,747.0,-1677.0,18644.0,20184.9,23634.9,3450.0,1540.9,1,3.7,3.7,-2390.0,46.306999,44.270187
94,Елизово,Камчатский край,ELIZOVO,464275.0,315557.0,0.7,2.711,198.1,314729.0,316116.0,-1387.0,418.0,-1805.0,53089.3,56969.6,61739.4,4769.8,3880.3,0,0.7,0.7,828.0,53.186497,158.383671
95,Елизово,Камчатский край,ELIZOVO G,464275.0,315557.0,0.7,2.711,198.1,314729.0,316116.0,-1387.0,418.0,-1805.0,53089.3,56969.6,61739.4,4769.8,3880.3,0,0.7,0.7,828.0,53.186497,158.383671
96,Энгельс,Саратовская область,ENGELS,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,51.501378,46.123309
97,Энгельс,Саратовская область,ENGELS G,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,51.501378,46.123309
98,Ейск,Краснодарский край,EYSK,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,46.711088,38.274768
99,Фокино,Приморский край,FOKINO,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,42.977208,132.404905
100,Фокино,Приморский край,FOKINO G,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,42.977208,132.404905
101,Гатчина,Ленинградская область,GATCHINA,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,59.570627,30.130508
102,Гатчина,Ленинградская область,GATCHINA G,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,59.570627,30.130508
103,Губкин,Белгородская область,GUBKIN,27134.0,1549876.0,57.1,0.158,730.6,1552865.0,1550137.0,2728.0,-4339.0,7067.0,24433.7,27550.4,29297.7,1747.3,3116.7,0,57.2,57.1,-2989.0,51.283714,37.53466
104,Губкин,Белгородская область,GUBKIN G,27134.0,1549876.0,57.1,0.158,730.6,1552865.0,1550137.0,2728.0,-4339.0,7067.0,24433.7,27550.4,29297.7,1747.3,3116.7,0,57.2,57.1,-2989.0,51.283714,37.53466
105,Гусиноозёрск,Республика Бурятия,GUSINOOZERSK,351334.0,984511.0,2.8,2.052,199.2,984134.0,982284.0,1850.0,5063.0,-3213.0,28132.0,28659.9,32318.2,3658.3,527.9,0,2.8,2.8,377.0,51.289516,106.527008
106,Холмск,Сахалинская область,HOLMSK,87101.0,490181.0,5.6,0.509,767.8,487344.0,487293.0,51.0,538.0,-487.0,69384.4,72157.4,75310.4,3153.0,2773.0,0,5.6,5.6,2837.0,47.054588,142.048712
107,Иркутск,Иркутская область,IRKUTSK,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,1,3.1,3.1,-4706.0,52.289597,104.280586
108,Иркутск,Иркутская область,IRKUTSK G,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,1,3.1,3.1,-4706.0,52.289597,104.280586
109,Иркутск,Иркутская область,IRKUTSK-45,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,1,3.1,3.1,-4706.0,52.289597,104.280586
