,place_city,place_region,place_city_en,place_region_area,place_region_pop_2018,place_region_pop_2018_density,place_region_area_perc,place_region_vrp_2016,place_region_pop_2017,place_region_pop_2016,place_region_pop_diff_2017_2016,place_region_pop_diff_n_2017_2016,place_region_pop_diff_m_2017_2016,place_region_wage_2016,place_region_wage_2017,place_region_wage_2018,place_region_wage_diff_2018_2017,place_region_wage_diff_2017_2016,place_is_region_capital,place_region_pop_2017_density,place_region_pop_2016_density,place_region_pop_diff_2018_2017,place_city_lat,place_city_lon
295,Саранск,Республика Мордовия,SARANSK G,26128.0,805056.0,30.8,0.153,198.1,808541.0,807453.0,1088.0,-3457.0,4545.0,20285.4,21981.0,23958.0,1977.0,1695.6,1,30.9,30.9,-3485.0,54.18671,45.18383
296,Сарапул,Удмуртская Республика,SARAPUL,42061.0,1513044.0,36.0,0.246,540.1,1516826.0,1517164.0,-338.0,1822.0,-2160.0,24694.9,25693.6,27628.1,1934.5,998.7,0,36.1,36.1,-3782.0,56.477334,53.819296
297,Сарапул,Удмуртская Республика,SARAPUL G,42061.0,1513044.0,36.0,0.246,540.1,1516826.0,1517164.0,-338.0,1822.0,-2160.0,24694.9,25693.6,27628.1,1934.5,998.7,0,36.1,36.1,-3782.0,56.477334,53.819296
298,Саратов,Саратовская область,SARATOV,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,1,24.5,24.6,-16310.0,51.530018,46.034683
299,Саратов,Саратовская область,SARATOV G,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,1,24.5,24.6,-16310.0,51.530018,46.034683
300,Серпухов,Московская область,SERPUHOV,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,54.915525,37.419553
301,Серпухов,Московская область,SERPUKHOV,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,54.915525,37.419553
302,Серпухов,Московская область,SERPUKHOV G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,54.915525,37.419553
303,Северодвинск,Архангельская область (без округа),SEVERODVINSK,413103.0,1111031.0,2.7,2.412,427.9,1121813.0,1130240.0,-8427.0,-2161.0,-6266.0,35851.4,37493.4,41783.6,4290.2,1642.0,0,2.7,2.7,-10782.0,64.563385,39.823769
304,Северск,Томская область,SEVERSK,314391.0,1078280.0,3.4,1.836,487.0,1078891.0,1076762.0,2129.0,1933.0,196.0,31746.3,34091.3,37857.8,3766.5,2345.0,0,3.4,3.4,-611.0,56.603161,84.881012
305,Северск,Томская область,SEVERSK G,314391.0,1078280.0,3.4,1.836,487.0,1078891.0,1076762.0,2129.0,1933.0,196.0,31746.3,34091.3,37857.8,3766.5,2345.0,0,3.4,3.4,-611.0,56.603161,84.881012
306,Шахты,Ростовская область,SHAKHTI,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.711917,40.21157
307,Шахты,Ростовская область,SHAKHTY G,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.711917,40.21157
308,Шарья,Костромская область,SHARYA,60211.0,643324.0,10.7,0.352,160.7,648157.0,651450.0,-3293.0,-2319.0,-974.0,20860.9,22282.4,25459.3,3176.9,1421.5,0,10.8,10.8,-4833.0,58.37257,45.519306
309,Шарья,Костромская область,SHARYA G,60211.0,643324.0,10.7,0.352,160.7,648157.0,651450.0,-3293.0,-2319.0,-974.0,20860.9,22282.4,25459.3,3176.9,1421.5,0,10.8,10.8,-4833.0,58.37257,45.519306
310,Щёлково,Московская область,SHCHELKOVO G,44329.0,7503385.0,169.3,0.259,3565.3,7423470.0,7318647.0,104823.0,1082.0,103741.0,39593.0,42751.0,46409.5,3658.5,3158.0,0,167.5,165.1,79915.0,55.92065,37.991558
311,Смоленск,Смоленская область,SMOLENSK,49779.0,949348.0,19.1,0.291,262.3,953201.0,958630.0,-5429.0,-5624.0,195.0,22470.6,23948.0,26457.2,2509.2,1477.4,1,19.1,19.3,-3853.0,54.781406,32.046126
312,Смоленск,Смоленская область,SMOLENSK G,49779.0,949348.0,19.1,0.291,262.3,953201.0,958630.0,-5429.0,-5624.0,195.0,22470.6,23948.0,26457.2,2509.2,1477.4,1,19.1,19.3,-3853.0,54.781406,32.046126
313,Сочи,Краснодарский край,SOCHI,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,43.585482,39.723109
314,Сочи,Краснодарский край,SOCHI G,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,43.585482,39.723109
315,Санкт-Петербург,Санкт-Петербург,ST.PETERBURG,1403.0,5351935.0,3814.6,0.008,3742.2,5281579.0,5225690.0,55889.0,11180.0,44709.0,42104.4,47436.1,58597.8,11161.7,5331.7,1,3764.5,3724.7,70356.0,59.938732,30.316229
316,Санкт-Петербург,Санкт-Петербург,ST.PETERSBURG,1403.0,5351935.0,3814.6,0.008,3742.2,5281579.0,5225690.0,55889.0,11180.0,44709.0,42104.4,47436.1,58597.8,11161.7,5331.7,1,3764.5,3724.7,70356.0,59.938732,30.316229
317,Старый Оскол,Белгородская область,STARYY OSKOL,27134.0,1549876.0,57.1,0.158,730.6,1552865.0,1550137.0,2728.0,-4339.0,7067.0,24433.7,27550.4,29297.7,1747.3,3116.7,0,57.2,57.1,-2989.0,51.298038,37.833202
318,Ставрополь,Ставропольский край,STAVROPOL,66160.0,2800674.0,42.3,0.386,651.9,2804383.0,2801597.0,2786.0,3523.0,-737.0,22186.8,23665.5,26343.0,2677.5,1478.7,1,42.4,42.3,-3709.0,45.043324,41.969093
319,Ставрополь,Ставропольский край,STAVROPOL G,66160.0,2800674.0,42.3,0.386,651.9,2804383.0,2801597.0,2786.0,3523.0,-737.0,22186.8,23665.5,26343.0,2677.5,1478.7,1,42.4,42.3,-3709.0,45.043324,41.969093
320,Стерлитамак,Республика Башкортостан,STERLITAMAK,142947.0,4063293.0,28.4,0.835,1344.4,4066972.0,4071064.0,-4092.0,3298.0,-7390.0,24921.8,26899.8,30190.2,3290.4,1978.0,0,28.5,28.5,-3679.0,53.632374,55.952259
321,Сургут,Ханты-Мансийский автономный округ-Югра,SURGUT,534801.0,1655074.0,3.1,3.123,3031.2,1646078.0,1626755.0,19323.0,15459.0,3864.0,57415.0,58625.8,64151.8,5526.0,1210.8,0,3.1,3.0,8996.0,61.254032,73.3964
322,Сургут,Ханты-Мансийский автономный округ-Югра,SURGUT G,534801.0,1655074.0,3.1,3.123,3031.2,1646078.0,1626755.0,19323.0,15459.0,3864.0,57415.0,58625.8,64151.8,5526.0,1210.8,0,3.1,3.0,8996.0,61.254032,73.3964
323,Светогорск,Ленинградская область,SVETOGORSK G,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,61.111254,28.870104
324,Свободный,Амурская область,SVOBODNYY,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,51.377354,128.13475
325,Свободный,Амурская область,SVOBODNYY G,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,51.377354,128.13475
326,Сызрань,Самарская область,SYZRAN,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.15538,48.474121
327,Сызрань,Самарская область,SYZRAN G,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.15538,48.474121
328,Таганрог,Ростовская область,TAGANROG,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.215366,38.928522
329,Таганрог,Ростовская область,TAGANROG G,100967.0,4220452.0,41.8,0.59,1270.9,4231355.0,4236000.0,-4645.0,-9680.0,5035.0,23402.7,25431.6,27594.2,2162.6,2028.9,0,41.9,42.0,-10903.0,47.215366,38.928522
330,Тамбов,Тамбовская область,TAMBOV,34462.0,1033552.0,30.0,0.201,311.4,1040327.0,1050295.0,-9968.0,-6547.0,-3421.0,20467.9,22292.5,24008.4,1715.9,1824.6,1,30.2,30.5,-6775.0,52.72879,41.45536
331,Тамбов,Тамбовская область,TAMBOV G,34462.0,1033552.0,30.0,0.201,311.4,1040327.0,1050295.0,-9968.0,-6547.0,-3421.0,20467.9,22292.5,24008.4,1715.9,1824.6,1,30.2,30.5,-6775.0,52.72879,41.45536
332,Таксимо,Республика Бурятия,TAXIMO PGT,351334.0,984511.0,2.8,2.052,199.2,984134.0,982284.0,1850.0,5063.0,-3213.0,28132.0,28659.9,32318.2,3658.3,527.9,0,2.8,2.8,377.0,56.355515,114.837982
333,Тюмень,Тюменская область (без округов),TJUMEN,160122.0,1498779.0,9.4,0.935,927.0,1477903.0,1454626.0,23277.0,6534.0,16743.0,33826.6,35546.5,40175.6,4629.1,1719.9,1,9.2,9.1,20876.0,57.153534,65.542274
334,Тобольск,Тюменская область (без округов),TOBOLSK,160122.0,1498779.0,9.4,0.935,927.0,1477903.0,1454626.0,23277.0,6534.0,16743.0,33826.6,35546.5,40175.6,4629.1,1719.9,0,9.2,9.1,20876.0,58.199805,68.251292
335,Тобольск,Тюменская область (без округов),TOBOLSK G,160122.0,1498779.0,9.4,0.935,927.0,1477903.0,1454626.0,23277.0,6534.0,16743.0,33826.6,35546.5,40175.6,4629.1,1719.9,0,9.2,9.1,20876.0,58.199805,68.251292
336,Тольятти,Самарская область,TOGLIATTI,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.51495,49.407574
337,Тольятти,Самарская область,TOGLISTTI,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.51495,49.407574
338,Тольятти,Самарская область,TOLJATTI,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.51495,49.407574
339,Тольятти,Самарская область,TOLYATTI,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.51495,49.407574
340,Тольятти,Самарская область,TOLYATTI G,53565.0,3193514.0,59.6,0.313,1275.1,3203679.0,3205975.0,-2296.0,-4277.0,1981.0,25872.2,27594.0,30285.9,2691.9,1721.8,0,59.8,59.9,-10165.0,53.51495,49.407574
341,Томск,Томская область,TOMSK,314391.0,1078280.0,3.4,1.836,487.0,1078891.0,1076762.0,2129.0,1933.0,196.0,31746.3,34091.3,37857.8,3766.5,2345.0,1,3.4,3.4,-611.0,56.488712,84.952324
342,Томск,Томская область,TOMSK G,314391.0,1078280.0,3.4,1.836,487.0,1078891.0,1076762.0,2129.0,1933.0,196.0,31746.3,34091.3,37857.8,3766.5,2345.0,1,3.4,3.4,-611.0,56.488712,84.952324
343,Тосно,Ленинградская область,TOSNO,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,59.541278,30.877365
344,Тосно,Ленинградская область,TOSNO G,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,59.541278,30.877365
345,Туапсе,Краснодарский край,TUAPSE,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,44.098475,39.071888
346,Туапсе,Краснодарский край,TUAPSE G,75485.0,5603420.0,74.2,0.441,2015.9,5570945.0,5513804.0,57141.0,1436.0,55705.0,25233.2,27211.5,30617.1,3405.6,1978.3,0,73.8,73.0,32475.0,44.098475,39.071888
347,Тула,Тульская область,TULA,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,1,58.4,58.7,-7562.0,54.193032,37.61754
348,Тула,Тульская область,TULA G,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,1,58.4,58.7,-7562.0,54.193032,37.61754
349,Тверь,Тверская область,TVER,84201.0,1283873.0,15.2,0.492,359.3,1296799.0,1304744.0,-7945.0,-8491.0,546.0,23456.0,24849.9,27300.2,2450.3,1393.9,1,15.4,15.5,-12926.0,56.858675,35.920828
350,Тверь,Тверская область,TVER G,84201.0,1283873.0,15.2,0.492,359.3,1296799.0,1304744.0,-7945.0,-8491.0,546.0,23456.0,24849.9,27300.2,2450.3,1393.9,1,15.4,15.5,-12926.0,56.858675,35.920828
351,Тында,Амурская область,TYNDA,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,55.149694,124.737588
352,Тында,Амурская область,TYNDA G,361908.0,798424.0,2.2,2.113,287.6,801752.0,805689.0,-3937.0,-667.0,-3270.0,30422.1,32739.5,37846.5,5107.0,2317.4,0,2.2,2.2,-3328.0,55.149694,124.737588
353,Тюмень,Тюменская область (без округов),TYUMEN,160122.0,1498779.0,9.4,0.935,927.0,1477903.0,1454626.0,23277.0,6534.0,16743.0,33826.6,35546.5,40175.6,4629.1,1719.9,1,9.2,9.1,20876.0,57.153534,65.542274
354,Тюмень,Тюменская область (без округов),TYUMEN G,160122.0,1498779.0,9.4,0.935,927.0,1477903.0,1454626.0,23277.0,6534.0,16743.0,33826.6,35546.5,40175.6,4629.1,1719.9,1,9.2,9.1,20876.0,57.153534,65.542274
355,Южно-Сахалинск,Сахалинская область,U-SAHALINSK,87101.0,490181.0,5.6,0.509,767.8,487344.0,487293.0,51.0,538.0,-487.0,69384.4,72157.4,75310.4,3153.0,2773.0,1,5.6,5.6,2837.0,46.957427,142.727438
356,Южно-Сахалинск,Сахалинская область,U.-SAKHALINS,87101.0,490181.0,5.6,0.509,767.8,487344.0,487293.0,51.0,538.0,-487.0,69384.4,72157.4,75310.4,3153.0,2773.0,1,5.6,5.6,2837.0,46.957427,142.727438
357,Уфа,Республика Башкортостан,UFA,142947.0,4063293.0,28.4,0.835,1344.4,4066972.0,4071064.0,-4092.0,3298.0,-7390.0,24921.8,26899.8,30190.2,3290.4,1978.0,1,28.5,28.5,-3679.0,54.726288,55.947727
358,Уфа,Республика Башкортостан,UFA G,142947.0,4063293.0,28.4,0.835,1344.4,4066972.0,4071064.0,-4092.0,3298.0,-7390.0,24921.8,26899.8,30190.2,3290.4,1978.0,1,28.5,28.5,-3679.0,54.726288,55.947727
359,Улан-Удэ,Республика Бурятия,ULAN-UDE,351334.0,984511.0,2.8,2.052,199.2,984134.0,982284.0,1850.0,5063.0,-3213.0,28132.0,28659.9,32318.2,3658.3,527.9,1,2.8,2.8,377.0,51.835784,107.58391
360,Улан-Удэ,Республика Бурятия,ULAN-UDE G,351334.0,984511.0,2.8,2.052,199.2,984134.0,982284.0,1850.0,5063.0,-3213.0,28132.0,28659.9,32318.2,3658.3,527.9,1,2.8,2.8,377.0,51.835784,107.58391
361,Ульяновск,Ульяновская область,ULYANOVSK,37181.0,1246618.0,33.5,0.217,328.2,1252887.0,1257621.0,-4734.0,-3997.0,-737.0,22205.1,24134.2,26714.1,2579.9,1929.1,1,33.7,33.8,-6269.0,54.310759,48.364277
362,Ульяновск,Ульяновская область,ULYANOVSK G,37181.0,1246618.0,33.5,0.217,328.2,1252887.0,1257621.0,-4734.0,-3997.0,-737.0,22205.1,24134.2,26714.1,2579.9,1929.1,1,33.7,33.8,-6269.0,54.310759,48.364277
363,Унеча,Брянская область,UNECHA,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,0,35.0,35.2,-9548.0,52.8451,32.6867
364,Унеча,Брянская область,UNECHA G,34857.0,1210982.0,34.7,0.204,285.8,1220530.0,1225741.0,-5211.0,-5678.0,467.0,20909.1,22635.4,24555.8,1920.4,1726.3,0,35.0,35.2,-9548.0,52.8451,32.6867
365,Усолье-Сибирское,Иркутская область,USOLIE-SIBIR,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,0,3.1,3.1,-4706.0,52.751201,103.662162
366,Усолье-Сибирское,Иркутская область,USOLYE-SIBIR,774846.0,2404195.0,3.1,4.525,1068.7,2408901.0,2412800.0,-3899.0,3247.0,-7146.0,32684.1,34262.5,37959.6,3697.1,1578.4,0,3.1,3.1,-4706.0,52.751201,103.662162
367,Уссурийск,Приморский край,USSURIJSK,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.797245,131.952075
368,Уссурийск,Приморский край,USSURIYSK,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.797245,131.952075
369,Уссурийск,Приморский край,USSURIYSK G,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.797245,131.952075
370,Узловая,Тульская область,UZLOVAYA,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,0,58.4,58.7,-7562.0,53.978512,38.160255
371,Узловая,Тульская область,UZLOVAYA G,25679.0,1491855.0,58.1,0.15,517.7,1499417.0,1506446.0,-7029.0,-10251.0,3222.0,26723.7,28564.2,31840.0,3275.8,1840.5,0,58.4,58.7,-7562.0,53.978512,38.160255
372,Великий Новгород,Новгородская область,V.NOVGOROD,54501.0,606476.0,11.1,0.318,244.5,612522.0,615692.0,-3170.0,-3532.0,362.0,25342.7,27193.5,30349.4,3155.9,1850.8,1,11.2,11.3,-6046.0,58.520986,31.275786
373,Великие Луки,Псковская область,VELIKIE LUKI,55399.0,636546.0,11.5,0.323,144.4,642164.0,646374.0,-4210.0,-4387.0,177.0,20693.2,21169.5,23175.0,2005.5,476.3,0,11.6,11.7,-5618.0,56.342361,30.527922
374,Великий Новгород,Новгородская область,VELIKIY NOVG,54501.0,606476.0,11.1,0.318,244.5,612522.0,615692.0,-3170.0,-3532.0,362.0,25342.7,27193.5,30349.4,3155.9,1850.8,1,11.2,11.3,-6046.0,58.520986,31.275786
375,Великий Новгород,Новгородская область,VELIKIY NOVGORO,54501.0,606476.0,11.1,0.318,244.5,612522.0,615692.0,-3170.0,-3532.0,362.0,25342.7,27193.5,30349.4,3155.9,1850.8,1,11.2,11.3,-6046.0,58.520986,31.275786
376,Вилючинск,Камчатский край,VILYUCHINSK,464275.0,315557.0,0.7,2.711,198.1,314729.0,316116.0,-1387.0,418.0,-1805.0,53089.3,56969.6,61739.4,4769.8,3880.3,0,0.7,0.7,828.0,52.931834,158.405383
377,Владикавказ,Республика Северная Осетия-Алания,VLADIKAVKAZ,7987.0,701765.0,87.9,0.047,125.5,703262.0,703745.0,-483.0,2557.0,-3040.0,20169.8,21178.9,24233.9,3055.0,1009.1,1,88.1,88.1,-1497.0,43.024593,44.68211
378,Владимир,Владимирская область,VLADIMIR,29084.0,1378337.0,47.4,0.17,392.1,1389599.0,1397168.0,-7569.0,-7293.0,-276.0,23083.6,24681.3,27938.7,3257.4,1597.7,1,47.8,48.0,-11262.0,56.12889,40.40752
379,Владимир,Владимирская область,VLADIMIR G,29084.0,1378337.0,47.4,0.17,392.1,1389599.0,1397168.0,-7569.0,-7293.0,-276.0,23083.6,24681.3,27938.7,3257.4,1597.7,1,47.8,48.0,-11262.0,56.12889,40.40752
380,Владивосток,Приморский край,VLADIVOSTOK,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,1,11.7,11.7,-10079.0,43.115068,131.885577
381,Волгоград,Волгоградская область,VOLGOGRAD,112877.0,2521276.0,22.3,0.659,743.3,2535202.0,2545937.0,-10735.0,-6282.0,-4453.0,23229.0,25555.0,28747.7,3192.7,2326.0,1,22.5,22.6,-13926.0,48.708191,44.515335
382,Волгоград,Волгоградская область,VOLGOGRAD G,112877.0,2521276.0,22.3,0.659,743.3,2535202.0,2545937.0,-10735.0,-6282.0,-4453.0,23229.0,25555.0,28747.7,3192.7,2326.0,1,22.5,22.6,-13926.0,48.708191,44.515335
383,Вольно-Надеждинское,Приморский край,VOLNO-NADEZH,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.369535,131.998631
384,Вольно-Надеждинское,Приморский край,VOLNO-NADEZHDIN,164673.0,1913037.0,11.6,0.962,736.9,1923116.0,1929008.0,-5892.0,-2683.0,-3209.0,33469.3,34856.0,38358.3,3502.3,1386.7,0,11.7,11.7,-10079.0,43.369535,131.998631
385,Вологда,Вологодская область,VOLOGDA,144527.0,1176689.0,8.1,0.844,486.2,1183860.0,1187685.0,-3825.0,-2083.0,-1742.0,26873.2,28067.4,32679.9,4612.5,1194.2,1,8.2,8.2,-7171.0,59.218876,39.893276
386,Вологда,Вологодская область,VOLOGDA 20 N,144527.0,1176689.0,8.1,0.844,486.2,1183860.0,1187685.0,-3825.0,-2083.0,-1742.0,26873.2,28067.4,32679.9,4612.5,1194.2,1,8.2,8.2,-7171.0,59.218876,39.893276
387,Вологда,Вологодская область,VOLOGDA G,144527.0,1176689.0,8.1,0.844,486.2,1183860.0,1187685.0,-3825.0,-2083.0,-1742.0,26873.2,28067.4,32679.9,4612.5,1194.2,1,8.2,8.2,-7171.0,59.218876,39.893276
388,Вольск,Саратовская область,VOLSK,101240.0,2462950.0,24.3,0.591,655.1,2479260.0,2487529.0,-8269.0,-7705.0,-564.0,21676.6,22609.6,25275.1,2665.5,933.0,0,24.5,24.6,-16310.0,52.042755,47.386032
389,Волжский,Волгоградская область,VOLZHSKIY,112877.0,2521276.0,22.3,0.659,743.3,2535202.0,2545937.0,-10735.0,-6282.0,-4453.0,23229.0,25555.0,28747.7,3192.7,2326.0,0,22.5,22.6,-13926.0,48.782102,44.777984
390,Волжский,Волгоградская область,VOLZHSKIY G,112877.0,2521276.0,22.3,0.659,743.3,2535202.0,2545937.0,-10735.0,-6282.0,-4453.0,23229.0,25555.0,28747.7,3192.7,2326.0,0,22.5,22.6,-13926.0,48.782102,44.777984
391,Воронеж,Воронежская область,VORONEZH,52216.0,2333768.0,44.7,0.305,841.4,2335408.0,2333477.0,1931.0,-10615.0,12546.0,23704.3,25336.9,27971.3,2634.4,1632.6,1,44.7,44.7,-1640.0,51.660598,39.200586
392,Воронеж,Воронежская область,VORONEZH G,52216.0,2333768.0,44.7,0.305,841.4,2335408.0,2333477.0,1931.0,-10615.0,12546.0,23704.3,25336.9,27971.3,2634.4,1632.6,1,44.7,44.7,-1640.0,51.660598,39.200586
393,Ворсино,Калужская область,VORSINO S.,29777.0,1012156.0,34.0,0.174,373.4,1014570.0,1009772.0,4798.0,-2958.0,7756.0,28515.0,30281.3,34182.0,3900.7,1766.3,0,34.1,33.9,-2414.0,55.224724,36.647543
394,Ворсино,Калужская область,VORSINO SELO,29777.0,1012156.0,34.0,0.174,373.4,1014570.0,1009772.0,4798.0,-2958.0,7756.0,28515.0,30281.3,34182.0,3900.7,1766.3,0,34.1,33.9,-2414.0,55.224724,36.647543
395,Выборг,Ленинградская область,VYBORG,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,60.709217,28.744051
396,Выборг,Ленинградская область,VYBORG G,83908.0,1813816.0,21.6,0.49,913.8,1791916.0,1778857.0,13059.0,-8600.0,21659.0,32810.0,35090.3,39078.2,3987.9,2280.3,0,21.4,21.2,21900.0,60.709217,28.744051
397,Южно-Сахалинск,Сахалинская область,Y-SAKHALINSK,87101.0,490181.0,5.6,0.509,767.8,487344.0,487293.0,51.0,538.0,-487.0,69384.4,72157.4,75310.4,3153.0,2773.0,1,5.6,5.6,2837.0,46.957427,142.727438
398,Южно-Сахалинск,Сахалинская область,Y. SAKHALINSK,87101.0,490181.0,5.6,0.509,767.8,487344.0,487293.0,51.0,538.0,-487.0,69384.4,72157.4,75310.4,3153.0,2773.0,1,5.6,5.6,2837.0,46.957427,142.727438
399,Якутск,Республика Саха (Якутия),YAKUTSK,3083523.0,964330.0,0.3,18.006,868.6,962835.0,959689.0,3146.0,7299.0,-4153.0,50715.6,53327.7,60824.7,7497.0,2612.1,1,0.3,0.3,1495.0,62.027287,129.732086
400,Якутск,Республика Саха (Якутия),YAKUTSK G,3083523.0,964330.0,0.3,18.006,868.6,962835.0,959689.0,3146.0,7299.0,-4153.0,50715.6,53327.7,60824.7,7497.0,2612.1,1,0.3,0.3,1495.0,62.027287,129.732086
401,Ярославль,Ярославская область,YAROSLAVL,36177.0,1265684.0,35.0,0.211,469.8,1270736.0,1271912.0,-1176.0,-4673.0,3497.0,25725.3,27766.2,31460.0,3693.8,2040.9,1,35.1,35.2,-5052.0,57.626388,39.89337
402,Ярославль,Ярославская область,YAROSLAVL G,36177.0,1265684.0,35.0,0.211,469.8,1270736.0,1271912.0,-1176.0,-4673.0,3497.0,25725.3,27766.2,31460.0,3693.8,2040.9,1,35.1,35.2,-5052.0,57.626388,39.89337
403,Ярцево,Смоленская область,YARTSEVO,49779.0,949348.0,19.1,0.291,262.3,953201.0,958630.0,-5429.0,-5624.0,195.0,22470.6,23948.0,26457.2,2509.2,1477.4,0,19.1,19.3,-3853.0,55.066228,32.688361
